"Host","Virus","HostGenus","HostFamily","HostOrder","VirusGenus","VirusFamily","VirusOrder","VirusClass","VirusZoonotic","NumRecords","YearFirstRecord","YearLastRecord","DetectionSerology","DetectionGenetic","DetectionIsolation"
"papio anubis","papiine alphaherpesvirus 2","papio","cercopithecidae","primates","simplexvirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1997,2011,TRUE,FALSE,TRUE
"papio anubis","papiine gammaherpesvirus 1","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio anubis","papio cynocephalus polyomavirus 2","papio","cercopithecidae","primates","betapolyomavirus","polyomaviridae","sepolyvirales","papovaviricetes",FALSE,1,1989,1989,TRUE,FALSE,FALSE
"papio anubis","primate t-lymphotropic virus 1","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,15,1986,2017,TRUE,TRUE,FALSE
"papio anubis","primate t-lymphotropic virus 3","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,4,2002,2002,FALSE,TRUE,FALSE
"papio anubis","rhinovirus c","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"papio anubis","semliki forest virus","papio","cercopithecidae","primates","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,1951,1951,TRUE,FALSE,FALSE
"papio anubis","simian immunodeficiency virus","papio","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,2,2000,2019,FALSE,TRUE,FALSE
"papio anubis","simian mastadenovirus c","papio","cercopithecidae","primates","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,2,2013,2013,FALSE,TRUE,FALSE
"papio anubis","yaba monkey tumor virus","papio","cercopithecidae","primates","yatapoxvirus","poxviridae","chitovirales","pokkesviricetes",FALSE,1,1974,1974,TRUE,FALSE,FALSE
"papio anubis","yellow fever virus","papio","cercopithecidae","primates","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1947,1947,TRUE,FALSE,FALSE
"papio cynocephalus","baboon orthoreovirus","papio","cercopithecidae","primates","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",FALSE,12,1998,2011,FALSE,TRUE,TRUE
"papio cynocephalus","enterovirus a","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"papio cynocephalus","enterovirus b","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,3,1966,1966,TRUE,FALSE,TRUE
"papio cynocephalus","enterovirus h","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1963,1963,FALSE,FALSE,TRUE
"papio cynocephalus","human orthorubulavirus 2","papio","cercopithecidae","primates","orthorubulavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,1966,1966,TRUE,FALSE,FALSE
"papio cynocephalus","human respirovirus 3","papio","cercopithecidae","primates","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,1966,2013,TRUE,TRUE,FALSE
"papio cynocephalus","influenza a virus","papio","cercopithecidae","primates","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,2,1966,1966,TRUE,FALSE,FALSE
"papio cynocephalus","kunsagivirus c","papio","cercopithecidae","primates","kunsagivirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,2,2017,2017,FALSE,TRUE,FALSE
"papio cynocephalus","mammalian orthoreovirus","papio","cercopithecidae","primates","orthoreovirus","reoviridae","reovirales","resentoviricetes",TRUE,1,2000,2000,FALSE,FALSE,TRUE
"papio cynocephalus","mason-pfizer monkey virus","papio","cercopithecidae","primates","betaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,1994,1994,FALSE,TRUE,FALSE
"papio cynocephalus","mumps orthorubulavirus","papio","cercopithecidae","primates","orthorubulavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio cynocephalus","panine gammaherpesvirus 1","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,1982,1982,FALSE,FALSE,TRUE
"papio cynocephalus","papiine alphaherpesvirus 2","papio","cercopithecidae","primates","simplexvirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1997,2005,TRUE,TRUE,FALSE
"papio cynocephalus","papiine gammaherpesvirus 1","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio cynocephalus","primate t-lymphotropic virus 1","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,5,1994,1997,TRUE,TRUE,FALSE
"papio cynocephalus","primate t-lymphotropic virus 3","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,2002,2002,FALSE,TRUE,FALSE
"papio cynocephalus","simian immunodeficiency virus","papio","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,8,1988,2005,TRUE,TRUE,FALSE
"papio cynocephalus","simian mastadenovirus c","papio","cercopithecidae","primates","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,3,1995,2015,FALSE,TRUE,FALSE
"papio cynocephalus","thetaarterivirus mikelba 1","papio","cercopithecidae","primates","thetaarterivirus","arteriviridae","nidovirales","pisoniviricetes",FALSE,2,2014,2014,FALSE,TRUE,FALSE
"papio cynocephalus","yellow fever virus","papio","cercopithecidae","primates","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1966,1966,TRUE,FALSE,FALSE
"papio hamadryas","alphapapillomavirus 12","papio","cercopithecidae","primates","alphapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,3,2012,2013,FALSE,TRUE,TRUE
"papio hamadryas","baboon orthoreovirus","papio","cercopithecidae","primates","orthoreovirus","reoviridae","reovirales","resentoviricetes",FALSE,3,1998,1998,FALSE,TRUE,FALSE
"papio hamadryas","cardiovirus a","papio","cercopithecidae","primates","cardiovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,2,1982,2017,FALSE,TRUE,TRUE
"papio hamadryas","chikungunya virus","papio","cercopithecidae","primates","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,2,1970,2020,TRUE,TRUE,FALSE
"papio hamadryas","enterovirus a","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2013,2013,FALSE,TRUE,FALSE
"papio hamadryas","enterovirus b","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2013,2013,FALSE,TRUE,FALSE
"papio hamadryas","enterovirus j","papio","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2013,2013,FALSE,TRUE,FALSE
"papio hamadryas","macacine alphaherpesvirus 1","papio","cercopithecidae","primates","simplexvirus","herpesviridae","herpesvirales","herviviricetes",TRUE,1,1998,1998,TRUE,FALSE,FALSE
"papio hamadryas","macacine gammaherpesvirus 5","papio","cercopithecidae","primates","rhadinovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,2001,2003,FALSE,TRUE,FALSE
"papio hamadryas","mumps orthorubulavirus","papio","cercopithecidae","primates","orthorubulavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio hamadryas","papiine gammaherpesvirus 1","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,4,1979,2000,FALSE,TRUE,TRUE
"papio hamadryas","primate t-lymphotropic virus 1","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,10,1994,2005,TRUE,TRUE,FALSE
"papio hamadryas","primate t-lymphotropic virus 2","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,2002,2002,FALSE,TRUE,FALSE
"papio hamadryas","primate t-lymphotropic virus 3","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,5,1994,2014,FALSE,TRUE,TRUE
"papio papio","baboon orthoreovirus","papio","cercopithecidae","primates","orthoreovirus","reoviridae","reovirales","resentoviricetes",FALSE,3,1998,1998,FALSE,TRUE,FALSE
"papio papio","bouboui virus","papio","cercopithecidae","primates","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1981,1981,FALSE,FALSE,FALSE
"papio papio","chikungunya virus","papio","cercopithecidae","primates","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,1999,1999,FALSE,FALSE,TRUE
"papio papio","hepatovirus a","papio","cercopithecidae","primates","hepatovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1981,1981,TRUE,FALSE,FALSE
"papio papio","mumps orthorubulavirus","papio","cercopithecidae","primates","orthorubulavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio papio","papiine gammaherpesvirus 1","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio papio","primate t-lymphotropic virus 1","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,1985,1994,TRUE,TRUE,FALSE
"papio papio","primate t-lymphotropic virus 3","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,2002,2002,FALSE,TRUE,FALSE
"papio ursinus","baboon orthoreovirus","papio","cercopithecidae","primates","orthoreovirus","reoviridae","reovirales","resentoviricetes",FALSE,3,1998,1998,FALSE,TRUE,FALSE
"papio ursinus","cercopithecine alphaherpesvirus 2","papio","cercopithecidae","primates","simplexvirus","herpesviridae","herpesvirales","herviviricetes",FALSE,3,1969,1998,FALSE,FALSE,TRUE
"papio ursinus","cercopithecine betaherpesvirus 5","papio","cercopithecidae","primates","cytomegalovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,1,2015,2015,FALSE,FALSE,TRUE
"papio ursinus","chikungunya virus","papio","cercopithecidae","primates","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,3,1964,1987,TRUE,FALSE,FALSE
"papio ursinus","hepatitis b virus","papio","cercopithecidae","primates","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,4,1999,2013,FALSE,TRUE,TRUE
"papio ursinus","hepatovirus a","papio","cercopithecidae","primates","hepatovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,3,1980,2012,TRUE,FALSE,FALSE
"papio ursinus","human betaherpesvirus 5","papio","cercopithecidae","primates","cytomegalovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,1,1997,1997,TRUE,FALSE,FALSE
"papio ursinus","human gammaherpesvirus 4","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,2,2012,2012,TRUE,FALSE,FALSE
"papio ursinus","human respirovirus 3","papio","cercopithecidae","primates","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2013,2013,FALSE,TRUE,FALSE
"papio ursinus","mumps orthorubulavirus","papio","cercopithecidae","primates","orthorubulavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2000,2000,FALSE,TRUE,FALSE
"papio ursinus","papiine alphaherpesvirus 2","papio","cercopithecidae","primates","simplexvirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,1997,1997,TRUE,FALSE,TRUE
"papio ursinus","papiine gammaherpesvirus 1","papio","cercopithecidae","primates","lymphocryptovirus","herpesviridae","herpesvirales","herviviricetes",TRUE,2,2000,2001,FALSE,TRUE,TRUE
"papio ursinus","primate t-lymphotropic virus 1","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,5,1985,1998,TRUE,TRUE,FALSE
"papio ursinus","primate t-lymphotropic virus 3","papio","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,2002,2002,FALSE,TRUE,FALSE
"papio ursinus","simian immunodeficiency virus","papio","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,6,1997,1998,TRUE,TRUE,TRUE
"piliocolobus badius","deltaarterivirus hemfev","piliocolobus","cercopithecidae","primates","deltaarterivirus","arteriviridae","nidovirales","pisoniviricetes",FALSE,1,2011,2011,FALSE,TRUE,FALSE
"piliocolobus badius","monkeypox virus","piliocolobus","cercopithecidae","primates","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,2,1977,1987,TRUE,FALSE,FALSE
"piliocolobus badius","primate t-lymphotropic virus 1","piliocolobus","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,19,2003,2017,TRUE,TRUE,FALSE
"piliocolobus badius","primate tetraparvovirus 1","piliocolobus","cercopithecidae","primates","tetraparvovirus","parvoviridae","piccovirales","quintoviricetes",TRUE,1,2012,2012,FALSE,TRUE,FALSE
"piliocolobus badius","simian immunodeficiency virus","piliocolobus","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,62,2002,2012,TRUE,TRUE,TRUE
"piliocolobus badius","yellow fever virus","piliocolobus","cercopithecidae","primates","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1987,1987,FALSE,FALSE,FALSE
"piliocolobus badius","zetaarterivirus ugarco 1","piliocolobus","cercopithecidae","primates","zetaarterivirus","arteriviridae","nidovirales","pisoniviricetes",FALSE,1,2011,2011,FALSE,TRUE,FALSE
"piliocolobus rufomitratus","deltaarterivirus hemfev","piliocolobus","cercopithecidae","primates","deltaarterivirus","arteriviridae","nidovirales","pisoniviricetes",FALSE,2,2011,2011,FALSE,TRUE,TRUE
"piliocolobus semlikiensis","tai forest ebolavirus","piliocolobus","cercopithecidae","primates","ebolavirus","filoviridae","mononegavirales","monjiviricetes",TRUE,1,2005,2005,TRUE,FALSE,FALSE
"piliocolobus tephrosceles","etaarterivirus ugarco 1","piliocolobus","cercopithecidae","primates","etaarterivirus","arteriviridae","nidovirales","pisoniviricetes",FALSE,22,2014,2017,FALSE,TRUE,FALSE
"piliocolobus tephrosceles","primate t-lymphotropic virus 1","piliocolobus","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,6,2009,2009,TRUE,TRUE,FALSE
"piliocolobus tephrosceles","simian immunodeficiency virus","piliocolobus","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,6,2009,2009,TRUE,TRUE,FALSE
"piliocolobus tephrosceles","zetaarterivirus ugarco 1","piliocolobus","cercopithecidae","primates","zetaarterivirus","arteriviridae","nidovirales","pisoniviricetes",FALSE,20,2014,2017,FALSE,TRUE,FALSE
"piliocolobus tholloni","primate t-lymphotropic virus 1","piliocolobus","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,3,2012,2017,FALSE,TRUE,FALSE
"piliocolobus tholloni","primate t-lymphotropic virus 3","piliocolobus","cercopithecidae","primates","deltaretrovirus","retroviridae","ortervirales","revtraviricetes",TRUE,1,2012,2012,FALSE,TRUE,FALSE
"piliocolobus tholloni","simian immunodeficiency virus","piliocolobus","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,1,2011,2011,FALSE,TRUE,FALSE
"presbytis melalophos","bakau orthobunyavirus","presbytis","cercopithecidae","primates","orthobunyavirus","peribunyaviridae","bunyavirales","ellioviricetes",FALSE,2,1981,1994,FALSE,FALSE,TRUE
"procolobus verus","simian immunodeficiency virus","procolobus","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,8,2002,2012,TRUE,TRUE,FALSE
"pygathrix nemaeus","vesicular exanthema of swine virus","pygathrix","cercopithecidae","primates","vesivirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,1,1985,1985,FALSE,FALSE,TRUE
"rhinopithecus roxellana","enterovirus b","rhinopithecus","cercopithecidae","primates","enterovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,2,2009,2010,FALSE,TRUE,FALSE
"rhinopithecus roxellana","human mastadenovirus g","rhinopithecus","cercopithecidae","primates","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"rhinopithecus roxellana","simian mastadenovirus i","rhinopithecus","cercopithecidae","primates","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,2,2016,2016,FALSE,TRUE,FALSE
"semnopithecus entellus","human immunodeficiency virus 1","semnopithecus","cercopithecidae","primates","lentivirus","retroviridae","ortervirales","revtraviricetes",TRUE,14,2011,2011,FALSE,TRUE,FALSE
"semnopithecus entellus","influenza a virus","semnopithecus","cercopithecidae","primates","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,1,1966,1966,TRUE,FALSE,FALSE
